strain_id,strain_name,strain_description,parents,background,mat,genotype,allele_id,gene_id,freezer,shelf,rack,pullout,insert,row,column,owner,date,publications,tags,strain_notes,warnings,filemaker
rec36542,ymr102c/ymr102c,homozygous-diploid KanMX disruption of YMR102C (S000004708) in BY background,NA,NA,a/alpha,NA,S000004708-KanMX/S000004708-KanMX,S000004708,,,,,,,,,,,,NA,,
rec36543,ymr103c/ymr103c,homozygous-diploid KanMX disruption of YMR103C (S000004709) in BY background,NA,NA,a/alpha,NA,S000004709-KanMX/S000004709-KanMX,S000004709,,,,,,,,,,,,NA,,
rec36545,pgm2/pgm2,homozygous-diploid KanMX disruption of PGM2 (S000004711) in BY background,NA,NA,a/alpha,NA,S000004711-KanMX/S000004711-KanMX,S000004711,,,,,,,,,,,,NA,,
rec36546,yku80/yku80,homozygous-diploid KanMX disruption of YKU80 (S000004712) in BY background,NA,NA,a/alpha,NA,S000004712-KanMX/S000004712-KanMX,S000004712,,,,,,,,,,,,NA,,
rec36547,spg4/spg4,homozygous-diploid KanMX disruption of SPG4 (S000004713) in BY background,NA,NA,a/alpha,NA,S000004713-KanMX/S000004713-KanMX,S000004713,,,,,,,,,,,,NA,,
rec36549,myo5/myo5,homozygous-diploid KanMX disruption of MYO5 (S000004715) in BY background,NA,NA,a/alpha,NA,S000004715-KanMX/S000004715-KanMX,S000004715,,,,,,,,,,,,NA,,
rec36550,hfd1/hfd1,homozygous-diploid KanMX disruption of HFD1 (S000004716) in BY background,NA,NA,a/alpha,NA,S000004716-KanMX/S000004716-KanMX,S000004716,,,,,,,,,,,,NA,,
rec36551,ymr111c/ymr111c,homozygous-diploid KanMX disruption of YMR111C (S000004717) in BY background,NA,NA,a/alpha,NA,S000004717-KanMX/S000004717-KanMX,S000004717,,,,,,,,,,,,NA,,
rec36554,ymr114c/ymr114c,homozygous-diploid KanMX disruption of YMR114C (S000004720) in BY background,NA,NA,a/alpha,NA,S000004720-KanMX/S000004720-KanMX,S000004720,,,,,,,,,,,,NA,,
rec36555,mgr3/mgr3,homozygous-diploid KanMX disruption of MGR3 (S000004721) in BY background,NA,NA,a/alpha,NA,S000004721-KanMX/S000004721-KanMX,S000004721,,,,,,,,,,,,NA,,
rec36556,asc1/asc1,homozygous-diploid KanMX disruption of ASC1 (S000004722) in BY background,NA,NA,a/alpha,NA,S000004722-KanMX/S000004722-KanMX,S000004722,,,,,,,,,,,,NA,,
rec36560,ymr119w-a/ymr119w-a,homozygous-diploid KanMX disruption of YMR119W-A (S000004726) in BY background,NA,NA,a/alpha,NA,S000004726-KanMX/S000004726-KanMX,S000004726,,,,,,,,,,,,NA,,
rec36561,ade17/ade17,homozygous-diploid KanMX disruption of ADE17 (S000004727) in BY background,NA,NA,a/alpha,NA,S000004727-KanMX/S000004727-KanMX,S000004727,,,,,,,,,,,,NA,,
rec36562,rpl15b/rpl15b,homozygous-diploid KanMX disruption of RPL15B (S000004728) in BY background,NA,NA,a/alpha,NA,S000004728-KanMX/S000004728-KanMX,S000004728,,,,,,,,,,,,NA,,
rec36563,ymr122c/ymr122c,homozygous-diploid KanMX disruption of YMR122C (S000004729) in BY background,NA,NA,a/alpha,NA,S000004729-KanMX/S000004729-KanMX,S000004729,,,,,,,,,,,,NA,,
rec36564,pkr1/pkr1,homozygous-diploid KanMX disruption of PKR1 (S000004730) in BY background,NA,NA,a/alpha,NA,S000004730-KanMX/S000004730-KanMX,S000004730,,,,,,,,,,,,NA,,
rec36565,epo1/epo1,homozygous-diploid KanMX disruption of EPO1 (S000004731) in BY background,NA,NA,a/alpha,NA,S000004731-KanMX/S000004731-KanMX,S000004731,,,,,,,,,,,,NA,,
rec36566,sto1/sto1,homozygous-diploid KanMX disruption of STO1 (S000004732) in BY background,NA,NA,a/alpha,NA,S000004732-KanMX/S000004732-KanMX,S000004732,,,,,,,,,,,,NA,,
rec36567,dlt1/dlt1,homozygous-diploid KanMX disruption of DLT1 (S000004733) in BY background,NA,NA,a/alpha,NA,S000004733-KanMX/S000004733-KanMX,S000004733,,,,,,,,,,,,NA,,
rec36568,sas2/sas2,homozygous-diploid KanMX disruption of SAS2 (S000004734) in BY background,NA,NA,a/alpha,NA,S000004734-KanMX/S000004734-KanMX,S000004734,,,,,,,,,,,,NA,,
rec36570,pom152/pom152,homozygous-diploid KanMX disruption of POM152 (S000004736) in BY background,NA,NA,a/alpha,NA,S000004736-KanMX/S000004736-KanMX,S000004736,,,,,,,,,,,,NA,,
rec36571,ymr130w/ymr130w,homozygous-diploid KanMX disruption of YMR130W (S000004737) in BY background,NA,NA,a/alpha,NA,S000004737-KanMX/S000004737-KanMX,S000004737,,,,,,,,,,,,NA,,
rec36573,jlp2/jlp2,homozygous-diploid KanMX disruption of JLP2 (S000004739) in BY background,NA,NA,a/alpha,NA,S000004739-KanMX/S000004739-KanMX,S000004739,,,,,,,,,,,,NA,,
rec36574,rec114/rec114,homozygous-diploid KanMX disruption of REC114 (S000004740) in BY background,NA,NA,a/alpha,NA,S000004740-KanMX/S000004740-KanMX,S000004740,,,,,,,,,,,,NA,,
rec36576,gid8/gid8,homozygous-diploid KanMX disruption of GID8 (S000004742) in BY background,NA,NA,a/alpha,NA,S000004742-KanMX/S000004742-KanMX,S000004742,,,,,,,,,,,,NA,,
rec36577,ubc8/ubc8,homozygous-diploid KanMX disruption of UBC8 (S000000738) in BY background,NA,NA,a/alpha,NA,S000000738-KanMX/S000000738-KanMX,S000000738,,,,,,,,,,,,NA,,
rec36583,ypt31/ypt31,homozygous-diploid KanMX disruption of YPT31 (S000000833) in BY background,NA,NA,a/alpha,NA,S000000833-KanMX/S000000833-KanMX,S000000833,,,,,,,,,,,,NA,,
rec36584,spo73/spo73,homozygous-diploid KanMX disruption of SPO73 (S000000848) in BY background,NA,NA,a/alpha,NA,S000000848-KanMX/S000000848-KanMX,S000000848,,,,,,,,,,,,NA,,
rec36585,tho1/tho1,homozygous-diploid KanMX disruption of THO1 (S000000865) in BY background,NA,NA,a/alpha,NA,S000000865-KanMX/S000000865-KanMX,S000000865,,,,,,,,,,,,NA,,
rec36586,rrt13/rrt13,homozygous-diploid KanMX disruption of RRT13 (S000000868) in BY background,NA,NA,a/alpha,NA,S000000868-KanMX/S000000868-KanMX,S000000868,,,,,,,,,,,,NA,,
rec36589,bub1/bub1,homozygous-diploid KanMX disruption of BUB1 (S000003420) in BY background,NA,NA,a/alpha,NA,S000003420-KanMX/S000003420-KanMX,S000003420,,,,,,,,,,,,NA,,
rec36590,ygr201c/ygr201c,homozygous-diploid KanMX disruption of YGR201C (S000003433) in BY background,NA,NA,a/alpha,NA,S000003433-KanMX/S000003433-KanMX,S000003433,,,,,,,,,,,,NA,,
rec36591,ade3/ade3,homozygous-diploid KanMX disruption of ADE3 (S000003436) in BY background,NA,NA,a/alpha,NA,S000003436-KanMX/S000003436-KanMX,S000003436,,,,,,,,,,,,NA,,
rec36593,hse1/hse1,homozygous-diploid KanMX disruption of HSE1 (S000000994) in BY background,NA,NA,a/alpha,NA,S000000994-KanMX/S000000994-KanMX,S000000994,,,,,,,,,,,,NA,,
rec36595,prs3/prs3,homozygous-diploid KanMX disruption of PRS3 (S000001003) in BY background,NA,NA,a/alpha,NA,S000001003-KanMX/S000001003-KanMX,S000001003,,,,,,,,,,,,NA,,
rec36597,efm1/efm1,homozygous-diploid KanMX disruption of EFM1 (S000001031) in BY background,NA,NA,a/alpha,NA,S000001031-KanMX/S000001031-KanMX,S000001031,,,,,,,,,,,,NA,,
rec36600,tcd1/tcd1,homozygous-diploid KanMX disruption of TCD1 (S000001045) in BY background,NA,NA,a/alpha,NA,S000001045-KanMX/S000001045-KanMX,S000001045,,,,,,,,,,,,NA,,
rec36601,nem1/nem1,homozygous-diploid KanMX disruption of NEM1 (S000001046) in BY background,NA,NA,a/alpha,NA,S000001046-KanMX/S000001046-KanMX,S000001046,,,,,,,,,,,,NA,,
rec36603,stp2/stp2,homozygous-diploid KanMX disruption of STP2 (S000001048) in BY background,NA,NA,a/alpha,NA,S000001048-KanMX/S000001048-KanMX,S000001048,,,,,,,,,,,,NA,,
rec36605,sod2/sod2,homozygous-diploid KanMX disruption of SOD2 (S000001050) in BY background,NA,NA,a/alpha,NA,S000001050-KanMX/S000001050-KanMX,S000001050,,,,,,,,,,,,NA,,
rec36606,tda3/tda3,homozygous-diploid KanMX disruption of TDA3 (S000001051) in BY background,NA,NA,a/alpha,NA,S000001051-KanMX/S000001051-KanMX,S000001051,,,,,,,,,,,,NA,,
rec36608,thr1/thr1,homozygous-diploid KanMX disruption of THR1 (S000001067) in BY background,NA,NA,a/alpha,NA,S000001067-KanMX/S000001067-KanMX,S000001067,,,,,,,,,,,,NA,,
rec36609,vma16/vma16,homozygous-diploid KanMX disruption of VMA16 (S000001068) in BY background,NA,NA,a/alpha,NA,S000001068-KanMX/S000001068-KanMX,S000001068,,,,,,,,,,,,NA,,
rec36611,srb2/srb2,homozygous-diploid KanMX disruption of SRB2 (S000001083) in BY background,NA,NA,a/alpha,NA,S000001083-KanMX/S000001083-KanMX,S000001083,,,,,,,,,,,,NA,,
rec36613,fyv4/fyv4,homozygous-diploid KanMX disruption of FYV4 (S000001101) in BY background,NA,NA,a/alpha,NA,S000001101-KanMX/S000001101-KanMX,S000001101,,,,,,,,,,,,NA,,
rec36615,htd2/htd2,homozygous-diploid KanMX disruption of HTD2 (S000001109) in BY background,NA,NA,a/alpha,NA,S000001109-KanMX/S000001109-KanMX,S000001109,,,,,,,,,,,,NA,,
rec36623,yhr127w/yhr127w,homozygous-diploid KanMX disruption of YHR127W (S000001169) in BY background,NA,NA,a/alpha,NA,S000001169-KanMX/S000001169-KanMX,S000001169,,,,,,,,,,,,NA,,
rec36625,yhr131c/yhr131c,homozygous-diploid KanMX disruption of YHR131C (S000001173) in BY background,NA,NA,a/alpha,NA,S000001173-KanMX/S000001173-KanMX,S000001173,,,,,,,,,,,,NA,,
rec36633,yhr180w/yhr180w,homozygous-diploid KanMX disruption of YHR180W (S000001223) in BY background,NA,NA,a/alpha,NA,S000001223-KanMX/S000001223-KanMX,S000001223,,,,,,,,,,,,NA,,
rec36634,pfs1/pfs1,homozygous-diploid KanMX disruption of PFS1 (S000001228) in BY background,NA,NA,a/alpha,NA,S000001228-KanMX/S000001228-KanMX,S000001228,,,,,,,,,,,,NA,,
rec36637,mdm31/mdm31,homozygous-diploid KanMX disruption of MDM31 (S000001237) in BY background,NA,NA,a/alpha,NA,S000001237-KanMX/S000001237-KanMX,S000001237,,,,,,,,,,,,NA,,
rec36641,yll007c/yll007c,homozygous-diploid KanMX disruption of YLL007C (S000003930) in BY background,NA,NA,a/alpha,NA,S000003930-KanMX/S000003930-KanMX,S000003930,,,,,,,,,,,,NA,,
rec36643,rim13/rim13,homozygous-diploid KanMX disruption of RIM13 (S000004763) in BY background,NA,NA,a/alpha,NA,S000004763-KanMX/S000004763-KanMX,S000004763,,,,,,,,,,,,NA,,
rec36645,gor1/gor1,homozygous-diploid KanMX disruption of GOR1 (S000005218) in BY background,NA,NA,a/alpha,NA,S000005218-KanMX/S000005218-KanMX,S000005218,,,,,,,,,,,,NA,,
rec36650,ppm2/ppm2,homozygous-diploid KanMX disruption of PPM2 (S000005501) in BY background,NA,NA,a/alpha,NA,S000005501-KanMX/S000005501-KanMX,S000005501,,,,,,,,,,,,NA,,
rec36652,rib4/rib4,homozygous-diploid KanMX disruption of RIB4 (S000005503) in BY background,NA,NA,a/alpha,NA,S000005503-KanMX/S000005503-KanMX,S000005503,,,,,,,,,,,,NA,,
rec36659,yol150c/yol150c,homozygous-diploid KanMX disruption of YOL150C (S000005510) in BY background,NA,NA,a/alpha,NA,S000005510-KanMX/S000005510-KanMX,S000005510,,,,,,,,,,,,NA,,
rec36664,enb1/enb1,homozygous-diploid KanMX disruption of ENB1 (S000005518) in BY background,NA,NA,a/alpha,NA,S000005518-KanMX/S000005518-KanMX,S000005518,,,,,,,,,,,,NA,,
rec36665,yol159c/yol159c,homozygous-diploid KanMX disruption of YOL159C (S000005519) in BY background,NA,NA,a/alpha,NA,S000005519-KanMX/S000005519-KanMX,S000005519,,,,,,,,,,,,NA,,
rec36666,yol160w/yol160w,homozygous-diploid KanMX disruption of YOL160W (S000005520) in BY background,NA,NA,a/alpha,NA,S000005520-KanMX/S000005520-KanMX,S000005520,,,,,,,,,,,,NA,,
rec36667,yol162w/yol162w,homozygous-diploid KanMX disruption of YOL162W (S000005522) in BY background,NA,NA,a/alpha,NA,S000005522-KanMX/S000005522-KanMX,S000005522,,,,,,,,,,,,NA,,
rec36668,yol163w/yol163w,homozygous-diploid KanMX disruption of YOL163W (S000005523) in BY background,NA,NA,a/alpha,NA,S000005523-KanMX/S000005523-KanMX,S000005523,,,,,,,,,,,,NA,,
rec36672,yor008c-a/yor008c-a,homozygous-diploid KanMX disruption of YOR008C-A (S000006431) in BY background,NA,NA,a/alpha,NA,S000006431-KanMX/S000006431-KanMX,S000006431,,,,,,,,,,,,NA,,
rec36679,rpl21a/rpl21a,homozygous-diploid KanMX disruption of RPL21A (S000000395) in BY background,NA,NA,a/alpha,NA,S000000395-KanMX/S000000395-KanMX,S000000395,,,,,,,,,,,,NA,,
rec36681,grx1/grx1,homozygous-diploid KanMX disruption of GRX1 (S000000540) in BY background,NA,NA,a/alpha,NA,S000000540-KanMX/S000000540-KanMX,S000000540,,,,,,,,,,,,NA,,
rec36691,paa1/paa1,homozygous-diploid KanMX disruption of PAA1 (S000002478) in BY background,NA,NA,a/alpha,NA,S000002478-KanMX/S000002478-KanMX,S000002478,,,,,,,,,,,,NA,,
rec36692,tps2/tps2,homozygous-diploid KanMX disruption of TPS2 (S000002481) in BY background,NA,NA,a/alpha,NA,S000002481-KanMX/S000002481-KanMX,S000002481,,,,,,,,,,,,NA,,
rec36694,gal83/gal83,homozygous-diploid KanMX disruption of GAL83 (S000000829) in BY background,NA,NA,a/alpha,NA,S000000829-KanMX/S000000829-KanMX,S000000829,,,,,,,,,,,,NA,,
rec36695,phm8/phm8,homozygous-diploid KanMX disruption of PHM8 (S000000839) in BY background,NA,NA,a/alpha,NA,S000000839-KanMX/S000000839-KanMX,S000000839,,,,,,,,,,,,NA,,
rec36696,cys4/cys4,homozygous-diploid KanMX disruption of CYS4 (S000003387) in BY background,NA,NA,a/alpha,NA,S000003387-KanMX/S000003387-KanMX,S000003387,,,,,,,,,,,,NA,,
rec36704,hcr1/hcr1,homozygous-diploid KanMX disruption of HCR1 (S000004182) in BY background,NA,NA,a/alpha,NA,S000004182-KanMX/S000004182-KanMX,S000004182,,,,,,,,,,,,NA,,
rec36706,thi7/thi7,homozygous-diploid KanMX disruption of THI7 (S000004227) in BY background,NA,NA,a/alpha,NA,S000004227-KanMX/S000004227-KanMX,S000004227,,,,,,,,,,,,NA,,
rec36707,erf2/erf2,homozygous-diploid KanMX disruption of ERF2 (S000004236) in BY background,NA,NA,a/alpha,NA,S000004236-KanMX/S000004236-KanMX,S000004236,,,,,,,,,,,,NA,,
rec36709,ylr334c/ylr334c,homozygous-diploid KanMX disruption of YLR334C (S000004326) in BY background,NA,NA,a/alpha,NA,S000004326-KanMX/S000004326-KanMX,S000004326,,,,,,,,,,,,NA,,
rec36711,ylr346c/ylr346c,homozygous-diploid KanMX disruption of YLR346C (S000004338) in BY background,NA,NA,a/alpha,NA,S000004338-KanMX/S000004338-KanMX,S000004338,,,,,,,,,,,,NA,,
rec36712,ylr358c/ylr358c,homozygous-diploid KanMX disruption of YLR358C (S000004350) in BY background,NA,NA,a/alpha,NA,S000004350-KanMX/S000004350-KanMX,S000004350,,,,,,,,,,,,NA,,
rec36713,dcr2/dcr2,homozygous-diploid KanMX disruption of DCR2 (S000004353) in BY background,NA,NA,a/alpha,NA,S000004353-KanMX/S000004353-KanMX,S000004353,,,,,,,,,,,,NA,,
rec36714,arc18/arc18,homozygous-diploid KanMX disruption of ARC18 (S000004362) in BY background,NA,NA,a/alpha,NA,S000004362-KanMX/S000004362-KanMX,S000004362,,,,,,,,,,,,NA,,
rec36715,nam2/nam2,homozygous-diploid KanMX disruption of NAM2 (S000004374) in BY background,NA,NA,a/alpha,NA,S000004374-KanMX/S000004374-KanMX,S000004374,,,,,,,,,,,,NA,,
rec36716,cst9/cst9,homozygous-diploid KanMX disruption of CST9 (S000004386) in BY background,NA,NA,a/alpha,NA,S000004386-KanMX/S000004386-KanMX,S000004386,,,,,,,,,,,,NA,,
rec36717,rpl31b/rpl31b,homozygous-diploid KanMX disruption of RPL31B (S000004398) in BY background,NA,NA,a/alpha,NA,S000004398-KanMX/S000004398-KanMX,S000004398,,,,,,,,,,,,NA,,
rec36719,apt1/apt1,homozygous-diploid KanMX disruption of APT1 (S000004484) in BY background,NA,NA,a/alpha,NA,S000004484-KanMX/S000004484-KanMX,S000004484,,,,,,,,,,,,NA,,
rec36721,yox1/yox1,homozygous-diploid KanMX disruption of YOX1 (S000004489) in BY background,NA,NA,a/alpha,NA,S000004489-KanMX/S000004489-KanMX,S000004489,,,,,,,,,,,,NA,,
rec36725,cgi121/cgi121,homozygous-diploid KanMX disruption of CGI121 (S000004500) in BY background,NA,NA,a/alpha,NA,S000004500-KanMX/S000004500-KanMX,S000004500,,,,,,,,,,,,NA,,
rec36726,ymd8/ymd8,homozygous-diploid KanMX disruption of YMD8 (S000004502) in BY background,NA,NA,a/alpha,NA,S000004502-KanMX/S000004502-KanMX,S000004502,,,,,,,,,,,,NA,,
rec36727,vps71/vps71,homozygous-diploid KanMX disruption of VPS71 (S000004505) in BY background,NA,NA,a/alpha,NA,S000004505-KanMX/S000004505-KanMX,S000004505,,,,,,,,,,,,NA,,
rec36728,cat2/cat2,homozygous-diploid KanMX disruption of CAT2 (S000004506) in BY background,NA,NA,a/alpha,NA,S000004506-KanMX/S000004506-KanMX,S000004506,,,,,,,,,,,,NA,,
rec36729,prm6/prm6,homozygous-diploid KanMX disruption of PRM6 (S000004510) in BY background,NA,NA,a/alpha,NA,S000004510-KanMX/S000004510-KanMX,S000004510,,,,,,,,,,,,NA,,
rec36733,hmg1/hmg1,homozygous-diploid KanMX disruption of HMG1 (S000004540) in BY background,NA,NA,a/alpha,NA,S000004540-KanMX/S000004540-KanMX,S000004540,,,,,,,,,,,,NA,,
rec36734,war1/war1,homozygous-diploid KanMX disruption of WAR1 (S000004541) in BY background,NA,NA,a/alpha,NA,S000004541-KanMX/S000004541-KanMX,S000004541,,,,,,,,,,,,NA,,
rec36736,alo1/alo1,homozygous-diploid KanMX disruption of ALO1 (S000004551) in BY background,NA,NA,a/alpha,NA,S000004551-KanMX/S000004551-KanMX,S000004551,,,,,,,,,,,,NA,,
rec36740,csm3/csm3,homozygous-diploid KanMX disruption of CSM3 (S000004651) in BY background,NA,NA,a/alpha,NA,S000004651-KanMX/S000004651-KanMX,S000004651,,,,,,,,,,,,NA,,
rec36741,ymr135w-a/ymr135w-a,homozygous-diploid KanMX disruption of YMR135W-A (S000004743) in BY background,NA,NA,a/alpha,NA,S000004743-KanMX/S000004743-KanMX,S000004743,,,,,,,,,,,,NA,,
rec36743,pso2/pso2,homozygous-diploid KanMX disruption of PSO2 (S000004745) in BY background,NA,NA,a/alpha,NA,S000004745-KanMX/S000004745-KanMX,S000004745,,,,,,,,,,,,NA,,
rec36744,cin4/cin4,homozygous-diploid KanMX disruption of CIN4 (S000004746) in BY background,NA,NA,a/alpha,NA,S000004746-KanMX/S000004746-KanMX,S000004746,,,,,,,,,,,,NA,,
rec36745,rim11/rim11,homozygous-diploid KanMX disruption of RIM11 (S000004747) in BY background,NA,NA,a/alpha,NA,S000004747-KanMX/S000004747-KanMX,S000004747,,,,,,,,,,,,NA,,
rec36746,ymr160w/ymr160w,homozygous-diploid KanMX disruption of YMR160W (S000004770) in BY background,NA,NA,a/alpha,NA,S000004770-KanMX/S000004770-KanMX,S000004770,,,,,,,,,,,,NA,,
rec36748,ddr48/ddr48,homozygous-diploid KanMX disruption of DDR48 (S000004784) in BY background,NA,NA,a/alpha,NA,S000004784-KanMX/S000004784-KanMX,S000004784,,,,,,,,,,,,NA,,
rec36751,cik1/cik1,homozygous-diploid KanMX disruption of CIK1 (S000004811) in BY background,NA,NA,a/alpha,NA,S000004811-KanMX/S000004811-KanMX,S000004811,,,,,,,,,,,,NA,,
rec36753,mbf1/mbf1,homozygous-diploid KanMX disruption of MBF1 (S000007253) in BY background,NA,NA,a/alpha,NA,S000007253-KanMX/S000007253-KanMX,S000007253,,,,,,,,,,,,NA,,
rec36757,yor364w/yor364w,homozygous-diploid KanMX disruption of YOR364W (S000005891) in BY background,NA,NA,a/alpha,NA,S000005891-KanMX/S000005891-KanMX,S000005891,,,,,,,,,,,,NA,,
rec36760,ppt2/ppt2,homozygous-diploid KanMX disruption of PPT2 (S000006069) in BY background,NA,NA,a/alpha,NA,S000006069-KanMX/S000006069-KanMX,S000006069,,,,,,,,,,,,NA,,
rec36762,rtt10/rtt10,homozygous-diploid KanMX disruption of RTT10 (S000006104) in BY background,NA,NA,a/alpha,NA,S000006104-KanMX/S000006104-KanMX,S000006104,,,,,,,,,,,,NA,,
rec36763,rtc6/rtc6,homozygous-diploid KanMX disruption of RTC6 (S000007224) in BY background,NA,NA,a/alpha,NA,S000007224-KanMX/S000007224-KanMX,S000007224,,,,,,,,,,,,NA,,
rec36764,gup2/gup2,homozygous-diploid KanMX disruption of GUP2 (S000006110) in BY background,NA,NA,a/alpha,NA,S000006110-KanMX/S000006110-KanMX,S000006110,,,,,,,,,,,,NA,,
rec36767,mmt2/mmt2,homozygous-diploid KanMX disruption of MMT2 (S000006145) in BY background,NA,NA,a/alpha,NA,S000006145-KanMX/S000006145-KanMX,S000006145,,,,,,,,,,,,NA,,
rec36771,cox16/cox16,homozygous-diploid KanMX disruption of COX16 (S000003540) in BY background,NA,NA,a/alpha,NA,S000003540-KanMX/S000003540-KanMX,S000003540,,,,,,,,,,,,NA,,
rec36772,sys1/sys1,homozygous-diploid KanMX disruption of SYS1 (S000003541) in BY background,NA,NA,a/alpha,NA,S000003541-KanMX/S000003541-KanMX,S000003541,,,,,,,,,,,,NA,,
rec36774,ctk2/ctk2,homozygous-diploid KanMX disruption of CTK2 (S000003543) in BY background,NA,NA,a/alpha,NA,S000003543-KanMX/S000003543-KanMX,S000003543,,,,,,,,,,,,NA,,
rec36775,yjl007c/yjl007c,homozygous-diploid KanMX disruption of YJL007C (S000003544) in BY background,NA,NA,a/alpha,NA,S000003544-KanMX/S000003544-KanMX,S000003544,,,,,,,,,,,,NA,,
rec36780,vtc4/vtc4,homozygous-diploid KanMX disruption of VTC4 (S000003549) in BY background,NA,NA,a/alpha,NA,S000003549-KanMX/S000003549-KanMX,S000003549,,,,,,,,,,,,NA,,
rec36781,mad3/mad3,homozygous-diploid KanMX disruption of MAD3 (S000003550) in BY background,NA,NA,a/alpha,NA,S000003550-KanMX/S000003550-KanMX,S000003550,,,,,,,,,,,,NA,,
rec36784,yjl016w/yjl016w,homozygous-diploid KanMX disruption of YJL016W (S000003553) in BY background,NA,NA,a/alpha,NA,S000003553-KanMX/S000003553-KanMX,S000003553,,,,,,,,,,,,NA,,
rec36785,yjl016w/yjl016w,homozygous-diploid KanMX disruption of YJL016W (S000003553) in BY background,NA,NA,a/alpha,NA,S000003553-KanMX/S000003553-KanMX,S000003553,,,,,,,,,,,,NA,,
rec36788,bbc1/bbc1,homozygous-diploid KanMX disruption of BBC1 (S000003557) in BY background,NA,NA,a/alpha,NA,S000003557-KanMX/S000003557-KanMX,S000003557,,,,,,,,,,,,NA,,
rec36789,bbc1/bbc1,homozygous-diploid KanMX disruption of BBC1 (S000003557) in BY background,NA,NA,a/alpha,NA,S000003557-KanMX/S000003557-KanMX,S000003557,,,,,,,,,,,,NA,,
rec36790,yjl022w/yjl022w,homozygous-diploid KanMX disruption of YJL022W (S000003559) in BY background,NA,NA,a/alpha,NA,S000003559-KanMX/S000003559-KanMX,S000003559,,,,,,,,,,,,NA,,
rec36791,pet130/pet130,homozygous-diploid KanMX disruption of PET130 (S000003560) in BY background,NA,NA,a/alpha,NA,S000003560-KanMX/S000003560-KanMX,S000003560,,,,,,,,,,,,NA,,
rec36792,aps3/aps3,homozygous-diploid KanMX disruption of APS3 (S000003561) in BY background,NA,NA,a/alpha,NA,S000003561-KanMX/S000003561-KanMX,S000003561,,,,,,,,,,,,NA,,
rec36795,yjl027c/yjl027c,homozygous-diploid KanMX disruption of YJL027C (S000003564) in BY background,NA,NA,a/alpha,NA,S000003564-KanMX/S000003564-KanMX,S000003564,,,,,,,,,,,,NA,,
rec36796,yjl028w/yjl028w,homozygous-diploid KanMX disruption of YJL028W (S000003565) in BY background,NA,NA,a/alpha,NA,S000003565-KanMX/S000003565-KanMX,S000003565,,,,,,,,,,,,NA,,
rec36797,vps53/vps53,homozygous-diploid KanMX disruption of VPS53 (S000003566) in BY background,NA,NA,a/alpha,NA,S000003566-KanMX/S000003566-KanMX,S000003566,,,,,,,,,,,,NA,,
rec36798,avt1/avt1,homozygous-diploid KanMX disruption of AVT1 (S000003761) in BY background,NA,NA,a/alpha,NA,S000003761-KanMX/S000003761-KanMX,S000003761,,,,,,,,,,,,NA,,
rec36801,sag1/sag1,homozygous-diploid KanMX disruption of SAG1 (S000003764) in BY background,NA,NA,a/alpha,NA,S000003764-KanMX/S000003764-KanMX,S000003764,,,,,,,,,,,,NA,,
rec36802,apl1/apl1,homozygous-diploid KanMX disruption of APL1 (S000003765) in BY background,NA,NA,a/alpha,NA,S000003765-KanMX/S000003765-KanMX,S000003765,,,,,,,,,,,,NA,,
rec36805,mho1/mho1,homozygous-diploid KanMX disruption of MHO1 (S000003768) in BY background,NA,NA,a/alpha,NA,S000003768-KanMX/S000003768-KanMX,S000003768,,,,,,,,,,,,NA,,
rec36806,tdh2/tdh2,homozygous-diploid KanMX disruption of TDH2 (S000003769) in BY background,NA,NA,a/alpha,NA,S000003769-KanMX/S000003769-KanMX,S000003769,,,,,,,,,,,,NA,,
rec36807,spc1/spc1,homozygous-diploid KanMX disruption of SPC1 (S000003770) in BY background,NA,NA,a/alpha,NA,S000003770-KanMX/S000003770-KanMX,S000003770,,,,,,,,,,,,NA,,
rec36808,met3/met3,homozygous-diploid KanMX disruption of MET3 (S000003771) in BY background,NA,NA,a/alpha,NA,S000003771-KanMX/S000003771-KanMX,S000003771,,,,,,,,,,,,NA,,
rec36809,yjr011c/yjr011c,homozygous-diploid KanMX disruption of YJR011C (S000003772) in BY background,NA,NA,a/alpha,NA,S000003772-KanMX/S000003772-KanMX,S000003772,,,,,,,,,,,,NA,,
rec36812,tma22/tma22,homozygous-diploid KanMX disruption of TMA22 (S000003775) in BY background,NA,NA,a/alpha,NA,S000003775-KanMX/S000003775-KanMX,S000003775,,,,,,,,,,,,NA,,
rec36813,yjr015w/yjr015w,homozygous-diploid KanMX disruption of YJR015W (S000003776) in BY background,NA,NA,a/alpha,NA,S000003776-KanMX/S000003776-KanMX,S000003776,,,,,,,,,,,,NA,,
rec36816,yjr018w/yjr018w,homozygous-diploid KanMX disruption of YJR018W (S000003779) in BY background,NA,NA,a/alpha,NA,S000003779-KanMX/S000003779-KanMX,S000003779,,,,,,,,,,,,NA,,
rec36817,tes1/tes1,homozygous-diploid KanMX disruption of TES1 (S000003780) in BY background,NA,NA,a/alpha,NA,S000003780-KanMX/S000003780-KanMX,S000003780,,,,,,,,,,,,NA,,
rec36818,yjr020w/yjr020w,homozygous-diploid KanMX disruption of YJR020W (S000003781) in BY background,NA,NA,a/alpha,NA,S000003781-KanMX/S000003781-KanMX,S000003781,,,,,,,,,,,,NA,,
